precision,recall,threshold
0.09864603481624758,1.0,2.173067863095305e-05
0.09883720930232558,1.0,2.178578515228941e-05
0.09902912621359224,1.0,2.1910652060368525e-05
0.09922178988326848,1.0,2.194204207719324e-05
0.09941520467836257,1.0,2.2085868181713003e-05
0.099609375,1.0,2.215289318920602e-05
0.09980430528375733,1.0,2.2287674563665656e-05
0.10039370078740158,1.0,2.2323084424416317e-05
0.10059171597633136,1.0,2.2340952870158987e-05
0.1007905138339921,1.0,2.237180801161877e-05
0.100990099009901,1.0,2.2445241501841992e-05
0.10119047619047619,1.0,2.2514158299124532e-05
0.10139165009940358,1.0,2.25591308537172e-05
0.10159362549800798,1.0,2.2610725969423565e-05
0.10179640718562874,1.0,2.2713950655712416e-05
0.102,1.0,2.2763234974571798e-05
0.10220440881763528,1.0,2.2780996629246496e-05
0.10240963855421686,1.0,2.283250006302845e-05
0.10261569416498995,1.0,2.2850415366467197e-05
0.10303030303030303,1.0,2.2926071972428858e-05
0.10323886639676114,1.0,2.299234232712471e-05
0.10344827586206896,1.0,2.3075463286517634e-05
0.10365853658536585,1.0,2.309048324830911e-05
0.10386965376782077,1.0,2.3106210168316756e-05
0.10408163265306122,1.0,2.315635856963204e-05
0.10429447852760736,1.0,2.325310805297921e-05
0.10472279260780287,1.0,2.343562656269154e-05
0.10493827160493827,1.0,2.350330455619367e-05
0.10515463917525773,1.0,2.3688639587063437e-05
0.10537190082644628,1.0,2.389802070544492e-05
0.10559006211180125,1.0,2.3916782101437747e-05
0.10580912863070539,1.0,2.3937225104271216e-05
0.10602910602910603,1.0,2.396388222558541e-05
0.10625,1.0,2.4217202740605393e-05
0.1069182389937107,1.0,2.4326644069802314e-05
0.10714285714285714,1.0,2.435695424662093e-05
0.10736842105263159,1.0,2.4409377381134564e-05
0.10759493670886076,1.0,2.4458079431747504e-05
0.10782241014799154,1.0,2.4520670020951297e-05
